,pmid,doi_from_pubmed,year,authors,abstract,reference_code,doi_from_Robert,reference_code_in_online_database
500,18613144,,1993,"Janssen A E, Van der Padt A, Riet K V","The lipase-catalyzed acylglycerol synthesis with fatty acids of different chain length is studied. Measured ester mole fractions at equilibrium are compared with calculated mole fractions. For these calculations the computer program TREP (Two-phase Reaction Equilibrium Prediction) is used. This program is based on the UNIFAC group contribution method and is developed for nondilute two-phase reaction systems.With one set of equilibrium constants, namely 1.3, 0.8, and 0.6 for monoester, diester, and triester synthesis, respectively, the equilibrium position of the reaction between glycerol and all saturated fatty acids with a chain length from 6 to 18 and oleic acid (cis-9-octadecenoic acid) can be calculated. Deviations, expressed as the ratio between calculated and measured ester mole fractions, usually were between 0.7 and 1.2. In the presence of solvents, the deviations of the monoester mole fractions were higher and rose up to 3. Without addition of a solvent, the ester mole fractions at equilibrium are dependent on the fatty acid chain length. With the short-chain hexanoic acid, the monoester mole fraction is the highest ester mole fraction, while for the long-chain oleic acid, the diester mole fraction is the highest one. The ester mole fractions become independent on the chain length of the fatty acid with a solvent added in a sufficient high concentration. Both reactions, with saturated and unsaturated C(18) fatty acids, lead to the same equilibrium position. The program TREP is found to make good predictions of the equilibrium amounts of ester and fatty acid. However, systematic deviations arise between measured and calculated amounts of water and glycerol in the organic phase. The calculated water and glycerol amounts are always lower than the measured ones. These deviations seem to be highest in nonpolar media and are probably due to deficiencies in the UNIFAC calculation method. Some preliminary experiments show the effect of the choice of solvent on the reaction rates. In polar solvents, the monoester production rate is enhances by a factor of 1.5 as compared to the reaction rate in a system without solvent.",93JAN/PAD,10.1002/bit.260420806,93JAN/PAD_742
501,16349034,,1993,"van der Werf M J, van den Tweel W J, Hartmans S","Maleate hydratase (malease) from Pseudomonas pseudoalcaligenes has been purified. The purified enzyme (98% pure) catalyzes the stereospecific addition of water to maleate and citraconate (2-methylmaleate), forming d-(+)-malate and d-(+)-citramalate, respectively. 2,3-Dimethylmaleate was also a substrate for malease. The stability of the enzyme was dependent on the protein concentration and the addition of dicarboxylic acids. The purified enzyme (89 kDa) consisted of two subunits (57 and 24 kDa). No cofactor was required for full activity of this colorless enzyme. Maximum enzyme activity was measured at pH 8 and 45 degrees C. The K(m) for maleate was 0.35 mM, and that for citraconate was 0.20 mM. Thiol reagents, such as p-chloromercuribenzoate and iodoacetamide, and sodium dodecyl sulfate completely inhibited malease activity. Malease activity was competitively inhibited by d-malate (K(i) = 0.63 mM) and d-citramalate (K(i) = 0.083 mM) and by the substrate analog 2,2-dimethylsuccinate (K(i) = 0.025 mM). The apparent equilibrium constants for the maleate, citraconate, and 2,3-dimethylmaleate hydration reactions were 2,050, 104, and 11.2, respectively.",93WER/TWE,,93WER/TWE_1202
502,17007802,,1986,"Tewari Y B, Goldberg R N","The thermodynamics of the conversion of aqueous D-psicose to D-allose has been investigated using high-pressure liquid chromatography. The reaction was carried out in phosphate buffer at pH 7.4 over the temperature range 317.25-349.25 K. The following results are obtained for the conversion process at 298.15 K: DeltaG degrees = - 1.41 +/- 0.09 kJ mol(-1), DeltaH degrees = 7.42 +/- 1.7 kJ mol(-1), and DeltaC(p) degrees = 67 +/- 50 J mol(-1) K(-1). An approximate equilibrium constant of 0.30 is obtained at 333.15 K for the conversion of aqueous D-psicose to D-altrose. Available thermodynamic data for isomerization reactions involving aldohexoses and aldopentoses are summarized.",86TEW/GOL,10.1016/0301-4622(86)85034-7,86TEW/GOL_1322
503,17007794,,1986,"Goldberg R N, Gajewski E, Steckler D K, Tewari Y B","The thermodynamics of the conversion of aqueous L-aspartic acid to fumaric acid and ammonia have been investigated using both heat conduction microcalorimetry and high-pressure liquid chromatography. The reaction was carried out in aqueous phosphate buffer over the pH range 7.25-7.43, the temperature range 13-43 degrees C, and at ionic strengths varying from 0.066 to 0.366 mol kg(-1). The following values have been found for the conversion of aqueous L-aspartateH- to fumarate2- and NH4+ at 25 degrees C and at zero ionic strength: K = (1.48 +/- 0.10) x 10(-3), DeltaG degrees = 16.15 +/- 0.16 kJ mol(-1), DeltaH degrees = 24.5 +/- 1.0 kJ mol(-1), and DeltaC(p) degrees = -147 +/- 100 J mol(-1) K(-1). Calculations have also been performed which give values of the apparent equilibrium constant for the conversion of L-aspartic acid to fumaric acid and ammonia as a function of temperature, pH and ionic strength.",86GOL/GAJ,10.1016/0301-4622(86)85054-2,86GOL/GAJ_1213
504,18555380,,1986,"Olivier S P, du Toit P J","Both the forward and backward reactions of xylose isomerase (Sweetzyme Q) with xylose and glucose as substrates have been studied in terms of kinetics and thermodynamics. The relationship between the two reactions can thus be determined. Much attention has been given to the reaction with xylose as substrate. The optimal conditions of the xylose reaction in terms of pH, buffer, metal ions, substrate concentration, temperature, and ionic strength have been determined. These findings did not differ much from those reported for the glucose reaction. Equilibrium constants for the aldose to ketose conversion were more favorable in the case of glucose. The results obtained with continuous isomerization of xylose in columns packed with either Sweetzyme Q or Taka-Sweet were very similar to those obtained from batch isomerization processes. Particle size had a definite effect on reaction rate, which indicates that diffusion limitations do occur with the immobilized enzyme particles. Heat stability of Sweetzyme Q was good with t(1/2) of 118, 248, and 1200 h at 70, 55, and 40 degrees C, respectively. A novel method for the separation of xylose-xylulose mixtures with water as eluant on a specially prepared Dowex 1 x 8 column was developed. This technique has the capability of producing pure xylulose for industrial or research applications. A writ for a patent regarding this technique is at present prepared.",86OLI/TOI,10.1002/bit.260280508,86OLI/TOI_1330
505,16664543,,1985,Barber G A,The equilibrium constant for the reaction catalyzed by sucrose phosphate synthase was reported 25 years ago to be 3250 at pH 7.5. It has been redetermined and found to be about 2 in the direction of synthesis and 6 to 10 when measured in the opposite direction.,85BAR,10.1104/pp.79.4.1127,85BAR_430
506,17007786,,1985,"Tewari Y B, Steckler D K, Goldberg R N","The thermodynamics of the conversion of aqueous xylose to xylulose has been investigated using high-pressure liquid chromatography (HPLC) and microcalorimetry. The reaction was carried out in aqueous phosphate buffer over the pH range 6.8-7.4 using solubilized glucose isomerase with MgSO(4) as a cofactor. The temperature range over which this reaction was investigated was 298.15-342.15 K. A combined analysis of both the HPLC and microcalorimetric data leads to the following results at 298.15 K for the conversion process: DeltaG degrees = 4389 +/- 31 J mol(-1), DeltaH degrees = 16090 +/- 670 J mol(-1), and DeltaC(p) degrees = 40 +/- 23 J mol(-1) K(-1). The temperature dependence of the equilibrium constant for the reaction is expressed as R ln K = -4389/298.15 +16090[(1/298.15)-(1/T)]+40[(298.15/T)-1 + ln(T/298.15)]. Comparisons are made with literature data.",85TEW/STE,10.1016/0301-4622(85)80041-7,85TEW/STE_1329
507,18551697,,1984,"Adachi S, Ueda Y, Hashimoto K","A kinetic model was devised for the hydrolysis and synthesis of maltose and isomaltose by two glucoamylases from Rhizopus niveus and Aspergillus niger, and the validity of the model was verified experimentally at 313 K and pH 5.0. For both enzymes, the formations of maltose and isomaltose from glucose were parallel reversible reactions, and glucosyl transfer between maltose and isomaltose was not observed. The enzymes catalyzed rapid hydrolysis and synthesis of maltose. Isomaltose was hydrolyzed and synthesized more slowly, but the level produced from glucose was much higher than that of maltose. These hydrolysis and condensation reactions were expressed well by the model.",84ADA/UED,10.1002/bit.260260203,84ADA/UED_895
508,16663114,,1983,"Wedding R T, Black M K","The NAD malic enzyme has been purified to near homogeneity from the leaves of Crassula argentea Thunb. The enzyme has two subunits, one of 59,000 daltons, and one of 62,000 daltons. In native gels stained for activity, the enzyme appears to exist in the dimeric, tetrameric, and predominantly the octameric forms.The enzyme uses either Mg(2+) or Mn(2+) as the required divalent cation, and utilizes NADP at a rate less than 20% of that with NAD. With Mn(2+) the K(m) for malate(2-) is lower than with Mg(2+), but V(max) is lower than with Mg(2+). In the forward (malate-decarboxylating) direction with NAD, the kinetic parameters are essentially like those observed for the enzyme from C(3) plants. In the reverse reaction, run with Mn(2+), the activity is 1.5% of that in the forward reaction. The equilibrium constant is 1.1 x 10(-3) molar.The kinetic mechanism of the reaction, at least in the forward direction, is sequential, with apparently random binding of all reaction components. Product inhibition patterns confirm this.The enzyme displays a strong hysteretic lag, which is shortened by high enzyme concentrations, high substrate concentrations, and the presence of the product NADH.The enzyme is activated by coenzyme A with K(a) = 4 micromolar. AMP also shows competitive activation, with K(a) = 24 micromolar. The activation by coenzyme A and AMP is additive, implying separate sites for their binding. Phosphoenolpyruvate activates the reaction at low (micromolar) concentrations, but higher concentrations of phosphoenolpyruvate cause deactivation. Fumarate(2-) is a strong activator, with K(a) = 0.3 millimolar. Fructose-1,6-bisphosphate activates the enzyme, but its most pronounced effect is in shortening the lag. Citrate is a competitive inhibitor of malate, with K(i) = 4.9 millimolar.",83WED/BLA,10.1104/pp.72.4.1021,83WED/BLA_146
509,18551488,,1983,"Haagensen P, Karlsen L G, Petersen J, Villadsen J","An immobilized Penicillin-V-acylase (commercial name, Novozym 217) with high specificity for the phenoxyacetyl-(V)- side chain was investigated in a recycle reactor and in a batch reactor to find the enzymatic reaction rate as a function of conversion, x, substrate concentration, c(A) (0) and pH. The reaction rate depends strongly on pH, and both products, phenoxy-acetic acid and 6-APA, inhibit the reaction. Nonspecific side reactions amount to only a few per cent when c(A) (0) <150 mM and pH& gt; 6.5. The effectiveness factor for commercial-size particles is found to be about 0.65, and a value of 1.3mM is obtained for the equilibrium constant, K(eq), of the deacylation reaction. A kinetic model for the deacylation process which includes the effect of pH and of the reverse (acylation) reaction is proposed. Rate data for particles of different size are fitted to the nonlinear model. Five kinetic parameters and an effective diffusivity for the immobilized enzyme particles are determined.",83HAA/KAR,10.1002/bit.260250715,83HAA/KAR_1015
510,16661650,,1981,Hirai M,"To study the role of sorbitol-6-phosphate dehydrogenase in sorbitol synthesis in leaves of Rosaceous plants, properties of the enzyme and its presence in several plants in the family was investigated. The activity of the enzyme, which catalyzes an NADP-dependent oxidation of the substrate to glucose-6-phosphate, was detected in leaves of Prunus mume, Prunus persica, Rhaphiolepsis indica, Sorbus aucuparia, Cydonia oblonga, Photinia glabra, Sorbaria kirilowii, and Spiraea thunbergii.The enzyme was purified about 60-fold from leaves of loquat (Eriobotrya japonica) using affinity chromatography with Blue Sepharose. Neither mannitol-1-phosphate nor fructose-6-phosphate served as substrate. Molecular weight of the enzyme was calculated to be 65,000 at pH 8.0 by gel filtration. Since sodium dodecyl sulfate-polyacrylamide gel electrophoresis showed a peptide of 33,000 daltons, the enzyme was assumed to be a dimer at pH 8.0 K(m) values for sorbitol-6-phosphate, glucose-6-phosphate, NADP, and NADPH were 2.22 millimolar, 11.6 millimolar, 13.5 micromolar, and 1.61 micromolar, respectively. Equilibrium constant for sorbitol-6-phosphate oxidation was 5.12 x 10(-10). Optimal pH for sorbitol-6-phosphate oxidation was 9.8. The enzyme showed its maximum activity within a broad pH range between 7 and 9 for glucose-6-phosphate reduction. The enzyme was more effective in the direction of glucose-6-phosphate reduction than in the reverse direction at neutral pH. Thus, it is suggested that the enzyme catalyzes sorbitol synthesis from glucose-6-phosphate during photosynthesis in leaves of Rosaceous plants.",81HIR,10.1104/pp.67.2.221,81HIR_225
511,16345717,,1981,"Gong C S, Chen L F, Flickinger M C, Chiang L C, Tsao G T","d-Xylulose, an intermediate of d-xylose catabolism, was observed to be fermentable to ethanol and carbon dioxide in a yield of greater than 80% by yeasts (including industrial bakers' yeast) under fermentative conditions. This conversion appears to be carried out by many yeasts known for d-glucose fermentation. In some yeasts, xylitol, in addition to ethanol, was produced from d-xylulose. Fermenting yeasts are also able to produce ethanol from d-xylose when d-xylose isomerizing enzyme is present. The results indicate that ethanol could be produced from d-xylose in a yield of greater than 80% by a two-step process. First, d-xylose is converted to d-xylulose by xylose isomerase. d-Xylulose is then fermented to ethanol by yeasts.",81GON/CHE,,81GON/CHE_1326
512,16657106,,1969,"Fan D F, Feingold D S","Uridine diphosphate (UDP)-glucose 4-epimerase (EC 5.1.3.2) has been purified over 1000-fold from extracts of wheat germ by MnCl(2) treatment, (NH(4))(2)SO(4) fractionation, Sephadex column chromatography, and adsorption onto and elution from calcium phosphate gel. The enzyme has a pH optimum of 9.0. Km values are 0.1 mm for UDP-d-galactose and 0.2 mm for UDP-d-glucose. NAD is required for activity; K(a) = 0.04 mm. NADH is an inhibitor strictly competitive with NAD; K(i) = 2 mum. Wheat germ also contains UDP-l-arabinose 4-epimerase (EC 5.1.3.5) and thymidine diphosphate (TDP)-glucose 4-epimerase which are distinct from UDP-glucose 4-epimerase.",69FAN/FEI,10.1104/pp.44.4.599,69FAN/FEI_1269
513,16742459,,1966,"Cartwright L N, Hullin R P","1. Two enzymes that catalyse the reduction of glyoxylate to glycollate have been separated and purified from a species of Pseudomonas. Their molecular weights were estimated as 180000. 2. Reduced nicotinamide nucleotides act as the hydrogen donators for the enzymes. The NADH-linked enzyme is entirely specific for its coenzyme but the NADPH-linked reductase shows some affinity towards NADH. 3. Both enzymes convert hydroxypyruvate into glycerate. 4. The glyoxylate reductases show maximal activity at pH6.0-6.8, are inhibited by keto acids and are strongly dependent on free thiol groups for activity. 5. The Michaelis constants for glyoxylate and hydroxypyruvate were found to be of a high order. 6. The reversibility of the reaction has been demonstrated for both glyoxylate reductases and the equilibrium constants were determined. 7. The reduction of glyoxylate and hydroxypyruvate is not stimulated by anions.",66CAR/HUL,10.1042/bj1010781,66CAR/HUL_89
514,16749179,,1966,,,66GIB/MOR,10.1042/bj0990021p,66GIB/MOR_534
515,16749122,,1965,"Morrison J F, James E","1. The forward and reverse reactions catalysed by ATP-creatine phosphotransferase have been studied kinetically at pH8.0 in the presence and absence of products, under conditions in which the free Mg(2+) concentration was maintained constant at 1mm. Thus at fixed pH the reaction may be considered as being bireactant and expressed as:MgATP(2-)+creatine(0)right harpoon over left harpoonMgADP(-)+phosphocreatine(2-)2. The initial-velocity pattern in the absence of products and the product-inhibition pattern have been determined. These are consistent with a random mechanism in which all steps are in rapid equilibrium except that concerned with the interconversion of the central ternary complexes, and in which two dead-end complexes (enzyme-MgADP-creatine and enzyme-MgATP-phosphocreatine) are formed. The results are in accord with previous suggestions that the enzyme possesses distinct sites for the combination of the nucleotide and guanidino substrates. 3. Values have been determined for the Michaelis and dissociation constants involved in the combination of each substrate with various enzyme forms. Although these values cannot be regarded as absolute, they appear to indicate that the presence of one substrate on the enzyme enhances the combination of the second substrate. In addition, it would seem that in the formation of the enzyme-MgADP-creatine complex the concentration of one reactant does not affect the combination of the other. This contrasts with the formation of the enzyme-MgATP-phosphocreatine complex, where each reactant hinders the combination of the other.",65MOR/JAM,10.1042/bj0970037,65MOR/JAM_594
516,16562063,,1965,"Lee C K, Dobrogosz W J","Lee, Chin K. (North Carolina State of the University of North Carolina, Raleigh), and Walter J. Dobrogosz. Oxidative metabolism in Pediococcus pentosaceus. III. Glucose dehydrogenase system. J. Bacteriol. 90:653-660. 1965.-A method was developed for the purification of glucose dehydrogenase from Pediococcus pentosaceus Az-25-5. The procedures included treatments with protamine sulfate, ammonium sulfate, and heat in addition to acid precipitation, calcium phosphate adsorption and elution, and diethylaminoethyl-Sephadex column chromatography. The final preparation thus obtained was purified 255-fold and exhibited both similarities and dissimilarities to the same enzyme isolated from other sources. The enzyme is absolutely specific for nicotinamide adenine dinucleotide phosphate (NADP) as a cofactor, and oxidizes only glucose or its analogue 2-deoxyglucose via the following reversible reaction: beta-d-glucose + NADP right harpoon over left harpoon d-glucono-delta-lactone + NADPH(2) + H(+). K(m) values were 2.3 x 10(-2) for glucose and 2 x 10(-4) for NADP. Monovalent cations were required for stability of the enzyme and stimulated activity. The pH optimum was 7.0, and the equilibrium constant was determined to be 13.4 x 10(-7) at pH 6.4. Among the Lactobacillaceae, glucose dehydrogenase activity was found to be essentially limited to members of the genus Pediococcus. Studies on the enzymatic composition of P. pentosaceus viewed in conjunction with other available data led to the conclusion that this enzyme is not involved to any significant extent in the energy metabolism of this organism.",65LEE/DOB,,65LEE/DOB_211
517,16561978,,1962,"Akagi J M, Campbell L L","Akagi, J. M. (University of Kansas, Lawrence) and L. Leon Campbell. Studies on thermophilic sulfate-reducing bacteria. III. Adenosine triphosphate-sulfurylase of Clostridium nigrificans and Desulfovibrio desulfuricans. J. Bacteriol. 84:1194-1201. 1962.-Adenosine triphosphate (ATP)-sulfurylase, which catalyzes the formation of adenosine-5'-phosphosulfate (APS) from ATP and SO(4) (=), has been purified from crude extracts of Clostridium nigrificans and Desulfovibrio desulfuricans by (NH(4))(2)SO(4) fractionation and triethylaminoethyl column chromatography. The enzyme from both sources operates over a broad pH range from 6.0 to 9.5. Below pH 6.0, activity decreases sharply, with no detectable activity at pH 5.0. Of the nucleotides tested (ATP and the triphosphates of deoxyadenosine, uridine, inosine, and guanosine), only ATP was acted upon by the enzyme from either source. The enzyme requires Mg(++) for activity. Incubation of the enzyme from both organisms with ATP and S(35)O(4) (=) in the presence of helium resulted in the formation of an S(35)-labeled nucleotide whose electrophoretic mobility was identical to that of chemically prepared APS. When incubated with ATP and the group VI anions (CrO(4), MoO(4), WO(4)), the enzyme from both organisms formed an unstable intermediate, resulting in the accumulation of pyrophosphate. Thermal stability studies revealed that the ATP-sulfurylase of C. nigrificans was stable at higher temperatures than the enzyme obtained from D. desulfuricans. Exposure of the enzyme from C. nigrificans to 65 C for 2 hr gave virtually no decrease in activity. In contrast, the enzyme from D. desulfuricans was completely inactivated after 30 min at 55 C, after 3 min at 60 C, or after 1 min at 65 C.",62AKA/CAM,,62AKA/CAM_680
518,16590733,,1960,"Jones M E, Lipmann F",,60JON/LIP,10.1073/pnas.46.9.1194 ,60JON/LIP_576
519,16589970,,1956,"Benzinger T H, Hems R",,56BEN/HEM,10.1073/pnas.42.12.896,56BEN/HEM_989
520,16654798,,1955,"Varner J E, Webster G C",,55VAR/WEB,10.1104/pp.30.5.393,55VAR/WEB_1440
521,14944266,,1952,"OHLMEYER P, SHATAS R",,52OHL/SHA,10.1016/0003-9861(52)90426-8,52OHL/SHA_792
522,14938363,,1952,"DOBRY A, FRUTON J S, STURTEVANT J M",,52DOB/FRU,,52DOB/FRU_973
523,14938362,,1952,"DOBRY A, STURTEVANT J M",,52DOB/STU,,52DOB/STU_969
524,15428423,,1950,FRIEDMIN M,,50FRI,,50FRI_456
525,15419792,,1950,"OESPER P, MEYERHOF O",,50OES/MEY,,50OES/MEY_1283
526,15443900,,1950,RACKER E,,50RAC,,50RAC_98
527,18135821,,1949,HESTRIN S,,49HES,,49HES_743
528,18135786,,1949,BARANOWSKI T,,49BAR,,49BAR_43
529,18134595,,1949,"MEYERHOF O, OESPER P",,49MEY/OES,,49MEY/OES_563
530,18116987,,1949,"MEYERHOF O, GREEN H",,49MEY/GRE,,49MEY/GRE_824
531,18098602,,1948,KORNBERG A,,48KOR,,48KOR_676
532,18914071,,1948,OCHOA S,,48OCH,,48OCH_152
533,18909182,,1948,"SCOTT E M, POWELL R",,48SCO/POW,10.1021/ja01183a070,48SCO/POW_1145
534,21006939,,1945,"GREEN D E, LELOIR L F, NOCITO V",,45GRE/LEL,,45GRE/LEL_507
535,16560478,,1941,"Utter M F, Werkman C H",,41UTT/WER,,41UTT/WER_1291
536,16747255,,1940,"Herbert D, Gordon H, Subrahmanyan V, Green D E",,40HER/GOR,10.1042/bj0341108,40HER/GOR_1090
537,16747248,,1940,"Krebs H A, Smyth D H, Evans E A",,40KRE/SMY,10.1042/bj0341041,40KRE/SMY_1143
538,16747057,,1939,Cohen P P,,39COH,10.1042/bj0331478,39COH_504
