,Enzyme:,Reaction:,Reference:,Reference ID:,PMID,DOI,T [K],pH,Keq,Km',Experimental conditions,Ionic strength [molal],Enthalpy [kJ/mol],solutes [mol/dm^3],Buffer:,-log[Mg+2],EC Value:,Method:,Ionic strength [mol/dm^3],solutes [molal]
2212, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),Guynn R.W.; Webster L.T. Jr.; Veech R.L.; J. Biol. Chem.; 249 3248 (1974).,74GUY/WEB_1434,4275341,,311.15,6.97, , , , , , , , ,6.2.1.1, spectrophotometry and enzymatic assay,0.25, 
2213, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),Guynn R.W.; Webster L.T. Jr.; Veech R.L.; J. Biol. Chem.; 249 3248 (1974).,74GUY/WEB_1434,4275341,,311.15,7.00, , , , , , , , ,6.2.1.1, spectrophotometry and enzymatic assay,0.25, 
2214, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),Guynn R.W.; Webster L.T. Jr.; Veech R.L.; J. Biol. Chem.; 249 3248 (1974).,74GUY/WEB_1434,4275341,,311.15,7.00, , , , , , , , ,6.2.1.1, spectrophotometry and enzymatic assay,0.25, 
2215, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),Guynn R.W.; Webster L.T. Jr.; Veech R.L.; J. Biol. Chem.; 249 3248 (1974).,74GUY/WEB_1434,4275341,,311.15,7.00, , , , , , , , ,6.2.1.1, spectrophotometry and enzymatic assay,0.25, 
2216, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),Guynn R.W.; Webster L.T. Jr.; Veech R.L.; J. Biol. Chem.; 249 3248 (1974).,74GUY/WEB_1434,4275341,,311.15,7.03, , , , , , , , ,6.2.1.1, spectrophotometry and enzymatic assay,0.25, 
2217, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),Guynn R.W.; Webster L.T. Jr.; Veech R.L.; J. Biol. Chem.; 249 3248 (1974).,74GUY/WEB_1434,4275341,,311.15,7.03, , , , , , , , ,6.2.1.1, spectrophotometry and enzymatic assay,0.25, 
2218, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),Guynn R.W.; Webster L.T. Jr.; Veech R.L.; J. Biol. Chem.; 249 3248 (1974).,74GUY/WEB_1434,4275341,,311.15,7.03, , , , , , , , ,6.2.1.1, spectrophotometry and enzymatic assay,0.25, 
2219, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),Guynn R.W.; Webster L.T. Jr.; Veech R.L.; J. Biol. Chem.; 249 3248 (1974).,74GUY/WEB_1434,4275341,,311.15,7.03, , , , , , , , ,6.2.1.1, spectrophotometry and enzymatic assay,0.25, 
2220, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),Guynn R.W.; Webster L.T. Jr.; Veech R.L.; J. Biol. Chem.; 249 3248 (1974).,74GUY/WEB_1434,4275341,,311.15,7.03, , , , , , , , ,6.2.1.1, spectrophotometry and enzymatic assay,0.25, 
2221, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),Guynn R.W.; Webster L.T. Jr.; Veech R.L.; J. Biol. Chem.; 249 3248 (1974).,74GUY/WEB_1434,4275341,,311.15,7.03, , , , , , , , ,6.2.1.1, spectrophotometry and enzymatic assay,0.25, 
2222, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),Guynn R.W.; Webster L.T. Jr.; Veech R.L.; J. Biol. Chem.; 249 3248 (1974).,74GUY/WEB_1434,4275341,,311.15,7.03, , , , , , , , ,6.2.1.1, spectrophotometry and enzymatic assay,0.25, 
2223, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),Guynn R.W.; Webster L.T. Jr.; Veech R.L.; J. Biol. Chem.; 249 3248 (1974).,74GUY/WEB_1434,4275341,,311.15,7.03, , , , , , , , ,6.2.1.1, spectrophotometry and enzymatic assay,0.25, 
2224, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),Guynn R.W.; Webster L.T. Jr.; Veech R.L.; J. Biol. Chem.; 249 3248 (1974).,74GUY/WEB_1434,4275341,,311.15,7.03, , , , , , , , ,6.2.1.1, spectrophotometry and enzymatic assay,0.25, 
2225, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),Guynn R.W.; Webster L.T. Jr.; Veech R.L.; J. Biol. Chem.; 249 3248 (1974).,74GUY/WEB_1434,4275341,,311.15,7.03, , , , , , , , ,6.2.1.1, spectrophotometry and enzymatic assay,0.25, 
2226, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),Guynn R.W.; Webster L.T. Jr.; Veech R.L.; J. Biol. Chem.; 249 3248 (1974).,74GUY/WEB_1434,4275341,,311.15,7.03, , , , , , , , ,6.2.1.1, spectrophotometry and enzymatic assay,0.25, 
2227, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),Guynn R.W.; Webster L.T. Jr.; Veech R.L.; J. Biol. Chem.; 249 3248 (1974).,74GUY/WEB_1434,4275341,,311.15,7.04, , , , , , , , ,6.2.1.1, spectrophotometry and enzymatic assay,0.25, 
2228, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),Guynn R.W.; Webster L.T. Jr.; Veech R.L.; J. Biol. Chem.; 249 3248 (1974).,74GUY/WEB_1434,4275341,,311.15,7.05, , , , , , , , ,6.2.1.1, spectrophotometry and enzymatic assay,0.25, 
2229, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),Guynn R.W.; Webster L.T. Jr.; Veech R.L.; J. Biol. Chem.; 249 3248 (1974).,74GUY/WEB_1434,4275341,,311.15,7.06, , , , , , , , ,6.2.1.1, spectrophotometry and enzymatic assay,0.25, 
2230, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),Guynn R.W.; Webster L.T. Jr.; Veech R.L.; J. Biol. Chem.; 249 3248 (1974).,74GUY/WEB_1434,4275341,,311.15,7.06, , , , , , , , ,6.2.1.1, spectrophotometry and enzymatic assay,0.25, 
2231, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),Guynn R.W.; Webster L.T. Jr.; Veech R.L.; J. Biol. Chem.; 249 3248 (1974).,74GUY/WEB_1434,4275341,,311.15,7.07, , , , , , , , ,6.2.1.1, spectrophotometry and enzymatic assay,0.25, 
2232, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),Guynn R.W.; Webster L.T. Jr.; Veech R.L.; J. Biol. Chem.; 249 3248 (1974).,74GUY/WEB_1434,4275341,,311.15,7.10, , , , , , , , ,6.2.1.1, spectrophotometry and enzymatic assay,0.25, 
2233, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),Guynn R.W.; Webster L.T. Jr.; Veech R.L.; J. Biol. Chem.; 249 3248 (1974).,74GUY/WEB_1434,4275341,,311.15,7.39, , , , , , , , ,6.2.1.1, spectrophotometry and enzymatic assay,0.25, 
2234, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),Guynn R.W.; Webster L.T. Jr.; Veech R.L.; J. Biol. Chem.; 249 3248 (1974).,74GUY/WEB_1434,4275341,,311.15,7.40, , , , , , , , ,6.2.1.1, spectrophotometry and enzymatic assay,0.25, 
2235, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),Guynn R.W.; Webster L.T. Jr.; Veech R.L.; J. Biol. Chem.; 249 3248 (1974).,74GUY/WEB_1434,4275341,,311.15,7.41, , , , , , , , ,6.2.1.1, spectrophotometry and enzymatic assay,0.25, 
2236, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),Guynn R.W.; Webster L.T. Jr.; Veech R.L.; J. Biol. Chem.; 249 3248 (1974).,74GUY/WEB_1434,4275341,,311.15,7.53, , , , , , , , ,6.2.1.1, spectrophotometry and enzymatic assay,0.25, 
2237, acetate-CoA ligase, ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),Guynn R.W.; Webster L.T. Jr.; Veech R.L.; J. Biol. Chem.; 249 3248 (1974).,74GUY/WEB_1434,4275341,,311.15,7.53, , , , , , , , ,6.2.1.1, spectrophotometry and enzymatic assay,0.25, 
2238, adenylate kinase, 2 ADP(aq) = AMP(aq) + ATP(aq),Jebeleanu G.; Ty N.G.; Mantsch H.H.; Barzu O.; Niac G.; Abrudan I.; Proc. Natl. Acad. Sci. U.S.A.; 71 4630 (1974).,74JEB/TY_647, , ,298.15,7.4, , , , , , , Tris (0.050 mol dm-3) + HCl, ,2.7.4.3, enzymatic assay and spectrophotometry, , 
2239, adenylate kinase, ADP(aq) + ADP-N1-oxide(aq) = ATP-N1-oxide(aq) + AMP(aq),Jebeleanu G.; Ty N.G.; Mantsch H.H.; Barzu O.; Niac G.; Abrudan I.; Proc. Natl. Acad. Sci. U.S.A.; 71 4630 (1974).,74JEB/TY_659,4373722,10.1073/pnas.71.11.4630,298.15,7.4, , , , , , , Tris (0.050 mol dm-3) + HCl, ,2.7.4.3, enzymatic assay and spectrophotometry, , 
2240, dihydroorotase, (S)-dihydroorotate(aq) + H2O(l) = N-carbamoyl-L-aspartate(aq),Kennedy J.; Arch. Biochem. Biophys.; 160 358 (1974).,74KEN_1037,4831620,,310.15,6.5, , , , , , , sodium phosphate (0.10 mol dm-3) or {Tris ((0.10 mol dm-3) + HCl}, ,3.5.2.3, spectrophotometry, , 
2241, formate C-acetyltransferase, acetyl-CoA(aq) + formate(aq) = CoA(aq) + pyruvate(aq),Knappe J.; Blaschowski H.P.; Grvbner P.; Schmitt T.; Eur. J. Biochem.; 50 253 (1974).,74KNA/BLA_414,4615902,10.1111/j.1432-1033.1974.tb03894.x,303.15,8.1, , , , , , , Tris (0.1 mol dm-3) + HCl, ,2.3.1.54, spectrophotometry, , 
2242, adenylate cyclase, ATP(aq) = adenosine 3':5'-(cyclic)phosphate(aq) + diphosphate(aq),Kurashina Y.; Takai K.; Suzuki-Hori C.; Okamoto H.; Hayaishi O.; J. Biol. Chem.; 249 4824 (1974).,74KUR/TAK_1231,4846750,,298.15,6.2,0.029, , , , , , Hepes (0.060 mol dm-3) + KOH, ,4.6.1.1, fluorimetry spectrophotometry and radioactivity, , 
2243, adenylate cyclase, ATP(aq) = adenosine 3':5'-(cyclic)phosphate(aq) + diphosphate(aq),Kurashina Y.; Takai K.; Suzuki-Hori C.; Okamoto H.; Hayaishi O.; J. Biol. Chem.; 249 4824 (1974).,74KUR/TAK_1231,4846750,,298.15,6.5,0.036, , , , , , Hepes (0.060 mol dm-3) + KOH, ,4.6.1.1, fluorimetry spectrophotometry and radioactivity, , 
2244, adenylate cyclase, ATP(aq) = adenosine 3':5'-(cyclic)phosphate(aq) + diphosphate(aq),Kurashina Y.; Takai K.; Suzuki-Hori C.; Okamoto H.; Hayaishi O.; J. Biol. Chem.; 249 4824 (1974).,74KUR/TAK_1231,4846750,,298.15,6.8,0.049, , , , , , Hepes (0.060 mol dm-3) + KOH, ,4.6.1.1, fluorimetry spectrophotometry and radioactivity, , 
2245, adenylate cyclase, ATP(aq) = adenosine 3':5'-(cyclic)phosphate(aq) + diphosphate(aq),Kurashina Y.; Takai K.; Suzuki-Hori C.; Okamoto H.; Hayaishi O.; J. Biol. Chem.; 249 4824 (1974).,74KUR/TAK_1231,4846750,,298.15,7.0,0.065, , , , , , Hepes (0.060 mol dm-3) + KOH, ,4.6.1.1, fluorimetry spectrophotometry and radioactivity, , 
2246, adenylate cyclase, ATP(aq) = adenosine 3':5'-(cyclic)phosphate(aq) + diphosphate(aq),Kurashina Y.; Takai K.; Suzuki-Hori C.; Okamoto H.; Hayaishi O.; J. Biol. Chem.; 249 4824 (1974).,74KUR/TAK_1231,4846750,,298.15,7.3,0.116, , , , , , Hepes (0.060 mol dm-3) + KOH, ,4.6.1.1, fluorimetry spectrophotometry and radioactivity, , 
2247, adenylate cyclase, ATP(aq) = adenosine 3':5'-(cyclic)phosphate(aq) + diphosphate(aq),Kurashina Y.; Takai K.; Suzuki-Hori C.; Okamoto H.; Hayaishi O.; J. Biol. Chem.; 249 4824 (1974).,74KUR/TAK_1231,4846750,,298.15,7.7,0.270, , , , , , Hepes (0.060 mol dm-3) + KOH, ,4.6.1.1, fluorimetry spectrophotometry and radioactivity, , 
2248, acetate kinase, ATP(aq) + acetate(aq) = ADP(aq) + acetyl phosphate(aq),"Langer R.S.; ""Enzymatic Regeneration of ATP""; Thesis Massachusetts Institute of Technology (1974).",74LAN_575, , ,298.15,7.4, , , , , , , Tris (0.2 mol dm-3), ,2.7.2.1, enzymatic assay and spectrophotometry, , 
2249, acetate kinase, ATP(aq) + acetate(aq) = ADP(aq) + acetyl phosphate(aq),"Langer R.S.; ""Enzymatic Regeneration of ATP""; Thesis Massachusetts Institute of Technology (1974).",74LAN_575, , ,298.15,7.4, , , , , , , Tris (0.2 mol dm-3), ,2.7.2.1, enzymatic assay and spectrophotometry, , 
2250, acetate kinase, ATP(aq) + acetate(aq) = ADP(aq) + acetyl phosphate(aq),"Langer R.S.; ""Enzymatic Regeneration of ATP""; Thesis Massachusetts Institute of Technology (1974).",74LAN_575, , ,298.15,7.4, , , , , , , Tris (0.2 mol dm-3), ,2.7.2.1, enzymatic assay and spectrophotometry, , 
2251, acetate kinase, ATP(aq) + acetate(aq) = ADP(aq) + acetyl phosphate(aq),"Langer R.S.; ""Enzymatic Regeneration of ATP""; Thesis Massachusetts Institute of Technology (1974).",74LAN_575, , ,298.15,7.4, , , , , , , Tris (0.2 mol dm-3), ,2.7.2.1, enzymatic assay and spectrophotometry, , 
2252, acetate kinase, ATP(aq) + acetate(aq) = ADP(aq) + acetyl phosphate(aq),"Langer R.S.; ""Enzymatic Regeneration of ATP""; Thesis Massachusetts Institute of Technology (1974).",74LAN_575, , ,298.15,7.4, , , , , , , Tris (0.2 mol dm-3), ,2.7.2.1, enzymatic assay and spectrophotometry, , 
2253, acetate kinase, ATP(aq) + acetate(aq) = ADP(aq) + acetyl phosphate(aq),"Langer R.S.; ""Enzymatic Regeneration of ATP""; Thesis Massachusetts Institute of Technology (1974).",74LAN_575, , ,298.15,7.4, , , , , , , Tris (0.2 mol dm-3), ,2.7.2.1, enzymatic assay and spectrophotometry, , 
2254, acetate kinase, ATP(aq) + acetate(aq) = ADP(aq) + acetyl phosphate(aq),"Langer R.S.; ""Enzymatic Regeneration of ATP""; Thesis Massachusetts Institute of Technology (1974).",74LAN_575, , ,298.15,7.4, , , , , , , Tris (0.2 mol dm-3), ,2.7.2.1, enzymatic assay and spectrophotometry, , 
2255, acetate kinase, ATP(aq) + acetate(aq) = ADP(aq) + acetyl phosphate(aq),"Langer R.S.; ""Enzymatic Regeneration of ATP""; Thesis Massachusetts Institute of Technology (1974).",74LAN_575, , ,298.15,7.4, , , , , , , Tris (0.2 mol dm-3), ,2.7.2.1, enzymatic assay and spectrophotometry, , 
2256, acetate kinase, ATP(aq) + acetate(aq) = ADP(aq) + acetyl phosphate(aq),"Langer R.S.; ""Enzymatic Regeneration of ATP""; Thesis Massachusetts Institute of Technology (1974).",74LAN_575, , ,298.15,7.4, , , , , , , Tris (0.2 mol dm-3), ,2.7.2.1, enzymatic assay and spectrophotometry, , 
2257, acetate kinase, ATP(aq) + acetate(aq) = ADP(aq) + acetyl phosphate(aq),"Langer R.S.; ""Enzymatic Regeneration of ATP""; Thesis Massachusetts Institute of Technology (1974).",74LAN_575, , ,298.15,7.4, , , , , , , Tris (0.2 mol dm-3), ,2.7.2.1, enzymatic assay and spectrophotometry, , 
2258, acetate kinase, ATP(aq) + acetate(aq) = ADP(aq) + acetyl phosphate(aq),"Langer R.S.; ""Enzymatic Regeneration of ATP""; Thesis Massachusetts Institute of Technology (1974).",74LAN_575, , ,298.15,7.4, , , , , , , Tris (0.2 mol dm-3), ,2.7.2.1, enzymatic assay and spectrophotometry, , 
2259, acetate kinase, ATP(aq) + acetate(aq) = ADP(aq) + acetyl phosphate(aq),"Langer R.S.; ""Enzymatic Regeneration of ATP""; Thesis Massachusetts Institute of Technology (1974).",74LAN_575, , ,298.15,7.4, , , , , , , Tris (0.2 mol dm-3), ,2.7.2.1, enzymatic assay and spectrophotometry, , 
2260, acetate kinase, ATP(aq) + acetate(aq) = ADP(aq) + acetyl phosphate(aq),"Langer R.S.; ""Enzymatic Regeneration of ATP""; Thesis Massachusetts Institute of Technology (1974).",74LAN_575, , ,298.15,7.4, , , , , , , Tris (0.2 mol dm-3), ,2.7.2.1, enzymatic assay and spectrophotometry, , 
2261, acetate kinase, ATP(aq) + acetate(aq) = ADP(aq) + acetyl phosphate(aq),"Langer R.S.; ""Enzymatic Regeneration of ATP""; Thesis Massachusetts Institute of Technology (1974).",74LAN_575, , ,298.15,7.4, , , , , , , Tris (0.2 mol dm-3), ,2.7.2.1, enzymatic assay and spectrophotometry, , 
2262, acetate kinase, ATP(aq) + acetate(aq) = ADP(aq) + acetyl phosphate(aq),"Langer R.S.; ""Enzymatic Regeneration of ATP""; Thesis Massachusetts Institute of Technology (1974).",74LAN_575, , ,298.15,7.4, , , , , , , Tris (0.2 mol dm-3), ,2.7.2.1, enzymatic assay and spectrophotometry, , 
2263, acetate kinase, ATP(aq) + acetate(aq) = ADP(aq) + acetyl phosphate(aq),"Langer R.S.; ""Enzymatic Regeneration of ATP""; Thesis Massachusetts Institute of Technology (1974).",74LAN_575, , ,298.15,7.4, , , , , , , Tris (0.2 mol dm-3), ,2.7.2.1, enzymatic assay and spectrophotometry, , 
2264, acetate kinase, ATP(aq) + acetate(aq) = ADP(aq) + acetyl phosphate(aq),"Langer R.S.; ""Enzymatic Regeneration of ATP""; Thesis Massachusetts Institute of Technology (1974).",74LAN_575, , ,298.15,7.4, , , , , , , Tris (0.2 mol dm-3), ,2.7.2.1, enzymatic assay and spectrophotometry, , 
2265, acetate kinase, ATP(aq) + acetate(aq) = ADP(aq) + acetyl phosphate(aq),"Langer R.S.; ""Enzymatic Regeneration of ATP""; Thesis Massachusetts Institute of Technology (1974).",74LAN_575, , ,298.15,7.4, , , , , , , Tris (0.2 mol dm-3), ,2.7.2.1, enzymatic assay and spectrophotometry, , 
2266, acetate kinase, ATP(aq) + acetate(aq) = ADP(aq) + acetyl phosphate(aq),"Langer R.S.; ""Enzymatic Regeneration of ATP""; Thesis Massachusetts Institute of Technology (1974).",74LAN_575, , ,298.15,7.4, , , , , , , Tris (0.2 mol dm-3), ,2.7.2.1, enzymatic assay and spectrophotometry, , 
2267, xylose isomerase, D-glucose(aq) = D-fructose(aq),"McKay G.A.; ""Kinetics of the Isomerization of D-Glucose to D-Fructose""; Thesis Illinois Institute of Technology (1974).",74MCK_1307, , ,323.15,7.0, , , , , , , , ,5.3.1.5, polarimetry and chemical analysis, , 
2268, xylose isomerase, D-glucose(aq) = D-fructose(aq),"McKay G.A.; ""Kinetics of the Isomerization of D-Glucose to D-Fructose""; Thesis Illinois Institute of Technology (1974).",74MCK_1307, , ,333.15,7.0, , , , , , , , ,5.3.1.5, polarimetry and chemical analysis, , 
2269, xylose isomerase, D-glucose(aq) = D-fructose(aq),"McKay G.A.; ""Kinetics of the Isomerization of D-Glucose to D-Fructose""; Thesis Illinois Institute of Technology (1974).",74MCK_1307, , ,333.15,7.2, , , , , , , , ,5.3.1.5, polarimetry and chemical analysis, , 
2270, xylose isomerase, D-glucose(aq) = D-fructose(aq),"McKay G.A.; ""Kinetics of the Isomerization of D-Glucose to D-Fructose""; Thesis Illinois Institute of Technology (1974).",74MCK_1307, , ,343.15,7.0, , , , , , , , ,5.3.1.5, polarimetry and chemical analysis, , 
2271, xylose isomerase, D-glucose(aq) = D-fructose(aq),"McKay G.A.; ""Kinetics of the Isomerization of D-Glucose to D-Fructose""; Thesis Illinois Institute of Technology (1974).",74MCK_1307, , ,343.15,7.2, , , , , , , , ,5.3.1.5, polarimetry and chemical analysis, , 
2272, xylose isomerase, D-glucose(aq) = D-fructose(aq),"McKay G.A.; ""Kinetics of the Isomerization of D-Glucose to D-Fructose""; Thesis Illinois Institute of Technology (1974).",74MCK_1307, , ,353.15,7.0, , , , , , , , ,5.3.1.5, polarimetry and chemical analysis, , 
2273, xylose isomerase, D-glucose(aq) = D-fructose(aq),Scallet B.L.; Shieh K.; Ehrenthal I.; Slapshak L.; Die Stdrke; 26 405 (1974).,74SCA/SHI_1308, , ,340.15,7.1, , , , , , , phosphate (0.03 mol dm-3), ,5.3.1.5, , , 
2274, xylose isomerase, D-glucose(aq) = D-fructose(aq),Scallet B.L.; Shieh K.; Ehrenthal I.; Slapshak L.; Die Stdrke; 26 405 (1974).,74SCA/SHI_1308, , ,350.15,7.1, , , , , , , phosphate (0.03 mol dm-3), ,5.3.1.5, , , 
2275, xylose isomerase, D-glucose(aq) = D-fructose(aq),Scallet B.L.; Shieh K.; Ehrenthal I.; Slapshak L.; Die Stdrke; 26 405 (1974).,74SCA/SHI_1308, , ,360.15,7.1, , , , , , , phosphate (0.03 mol dm-3), ,5.3.1.5, , , 
2276, NAD(P)+ transhydrogenase, NAD(aq) + NADPH(aq) = NADH(aq) + NADP(aq),Schott M.; Sturtevant J.M.; unpublished data; cited in 74BUR.,74SCH/STU_310, , ,298.15,7.0, , , , , , , , ,1.6.1.1, calorimetry, , 
2277, UTP-glucose-1-phosphate uridylyltransferase, UTP(aq) + Î±-D-glucose 1-phosphate(aq) = pyrophosphate(aq) + UDPglucose(aq),Turnquist R.L.; Gillett T.A.; Hansen R.G.; J. Biol. Chem.; 249 7695 (1974).,74TUR/GIL_693,4436332,,305.15,7.8, , , , , , , Tris acetate (0.09 mol dm-3), ,2.7.7.9, spectrophotometry, , 
2278, galactose dehydrogenase," D-galactose(aq) + NAD(aq) = D-galactono-1,4-lactone(aq) + NADH(aq)",Ueberschdr K.-H.; Blachnitzky E.-O.; Kurz G.; Eur. J. Biochem.; 48 389 (1974).,74UEB/BLA_161,4217278,10.1111/j.1432-1033.1974.tb03780.x,203.15,8.6, , , , , , , potassium phosphate and sodium phosphate (0.1 mol dm-3), ,1.1.1.48, gas-liquid chromatography, , 
2279, galactose dehydrogenase," D-galactose(aq) + NAD(aq) = D-galactono-1,4-lactone(aq) + NADH(aq)",Ueberschdr K.-H.; Blachnitzky E.-O.; Kurz G.; Eur. J. Biochem.; 48 389 (1974).,74UEB/BLA_161,4217278,10.1111/j.1432-1033.1974.tb03780.x,298.15,6.8, , , , , , , potassium phosphate and sodium phosphate (0.1 mol dm-3), ,1.1.1.48, gas-liquid chromatography, , 
2280, galactose dehydrogenase," D-galactose(aq) + NAD(aq) = D-galactono-1,4-lactone(aq) + NADH(aq)",Ueberschdr K.-H.; Blachnitzky E.-O.; Kurz G.; Eur. J. Biochem.; 48 389 (1974).,74UEB/BLA_161,4217278,10.1111/j.1432-1033.1974.tb03780.x,303.15,6.8, , , , , , , potassium phosphate and sodium phosphate (0.1 mol dm-3), ,1.1.1.48, gas-liquid chromatography, , 
2281, UDPglucose-hexose-1-phosphate uridylyltransferase, UDPglucose(aq) + Î±-D-galactose 1-phosphate(aq) = Î±-D-glucose 1-phosphate(aq) + UDPgalactose(aq),Wong L.-J.; Frey P.A.; Biochemistry; 13 3889 (1974).,74WON/FRE_697,4606575,10.1021/bi00716a011,300.15,8.5, , , , , , , sodium bicinate (0.1 mol dm-3), ,2.7.7.12, enzymatic assay, , 
2282, 6-phosphofructokinase," ATP(aq) + D-fructose 6-phosphate(aq) = ADP(aq) + D-fructose 1,6-bisphosphate(aq)",Bvhme H.-J.; Schellenberger W.; Hofmann E.; Acta Biol. Med. Germ.; 34 15 (1975).,75BOH/SCH_551, , ,298.15,7.0, , , , , , , Tris (0.1 mol dm-3) + HCl, ,2.7.1.11, calorimetry, , 
2283, 6-phosphofructokinase," ATP(aq) + D-fructose 6-phosphate(aq) = ADP(aq) + D-fructose 1,6-bisphosphate(aq)",Bvhme H.-J.; Schellenberger W.; Hofmann E.; Acta Biol. Med. Germ.; 34 15 (1975).,75BOH/SCH_551, , ,298.15,8.0, , , , , , , Tris (0.1 mol dm-3) + HCl, ,2.7.1.11, calorimetry, , 
2284, 6-phosphofructokinase," ATP(aq) + D-fructose 6-phosphate(aq) = ADP(aq) + D-fructose 1,6-bisphosphate(aq)",Bvhme H.-J.; Schellenberger W.; Hofmann E.; Acta Biol. Med. Germ.; 34 15 (1975).,75BOH/SCH_551, , ,303.15,7.0, , , , , , , Tris (0.1 mol dm-3) + HCl, ,2.7.1.11, calorimetry, , 
2285, 6-phosphofructokinase," ATP(aq) + D-fructose 6-phosphate(aq) = ADP(aq) + D-fructose 1,6-bisphosphate(aq)",Bvhme H.-J.; Schellenberger W.; Hofmann E.; Acta Biol. Med. Germ.; 34 15 (1975).,75BOH/SCH_551, , ,303.15,8.0, , , , , , , Tris (0.1 mol dm-3) + HCl, ,2.7.1.11, calorimetry, , 
2286, 6-phosphofructokinase," ATP(aq) + D-fructose 6-phosphate(aq) = ADP(aq) + D-fructose 1,6-bisphosphate(aq)",Bvhme H.-J.; Schellenberger W.; Hofmann E.; Acta Biol. Med. Germ.; 34 15 (1975).,75BOH/SCH_551, , ,310.15,7.0, , , , , , , Tris (0.1 mol dm-3) + HCl, ,2.7.1.11, calorimetry, , 
2287, 6-phosphofructokinase," ATP(aq) + D-fructose 6-phosphate(aq) = ADP(aq) + D-fructose 1,6-bisphosphate(aq)",Bvhme H.-J.; Schellenberger W.; Hofmann E.; Acta Biol. Med. Germ.; 34 15 (1975).,75BOH/SCH_551, , ,310.15,8.0, , , , , , , Tris (0.1 mol dm-3) + HCl, ,2.7.1.11, calorimetry, , 
2288, 6-phosphofructokinase," ATP(aq) + D-fructose 6-phosphate(aq) = ADP(aq) + D-fructose 1,6-bisphosphate(aq)",Bvhme H.-J.; Schellenberger W.; Hofmann E.; Acta Biol. Med. Germ.; 34 15 (1975).,75BOH/SCH_552,241184,,298.15,7.0, , , , ,-84.2, , Tris (0.1 mol dm-3) + HCl, ,2.7.1.11, calorimetry, , 
